acao,dia,preco,quantidade
vender,2023-11-15,19.949050903320312,0.0
comprar,2023-11-16,19.93062973022461,645.5649264633863
vender,2023-11-19,20.096410751342773,0.0
comprar,2023-11-20,19.626697540283203,661.0148193419096
vender,2023-11-21,20.418764114379883,0.0
comprar,2023-11-24,21.15557098388672,637.9929751143113
vender,2023-11-26,21.38582229614257,0.0
comprar,2023-11-28,21.376611709594727,638.2678685162235
vender,2023-11-29,21.376611709594727,0.0
comprar,2023-12-03,21.745018005371094,627.4542696911934
vender,2023-12-04,21.975269317626964,0.0
comprar,2023-12-05,21.652915954589844,636.7953669554666
vender,2023-12-06,21.73580741882324,0.0
comprar,2023-12-10,21.883169174194336,632.5071725746728
vender,2023-12-12,22.426563262939453,0.0
comprar,2023-12-13,22.07657814025879,642.5344557425411
vender,2023-12-15,21.84632682800293,0.0
comprar,2023-12-17,21.80948638916016,643.6198206566328
vender,2023-12-18,22.30683135986328,0.0
comprar,2023-12-20,22.859437942504883,628.0608838836454
vender,2023-12-21,22.90548896789551,0.0
comprar,2023-12-27,22.94232749938965,627.0524055306187
vender,2023-12-28,22.94232749938965,0.0
