Ticker,Janela,MAE,MSE,RMSE,R2,Var_Real,Var_Pred,Prop_Var,Travado
CSNA3.SA,4,5.56879764250441,31.30010971709484,5.59465009782514,-6.895669608866877,0.16312085749520888,0.10688411,0.6552448818313414,Não
CSNA3.SA,5,28.48138111167484,811.7667020045644,28.491519826161685,-203.2780342219791,0.16334494102569783,0.03381892,0.20703989360959504,Sim
VALE3.SA,1,3.3293381261301564,13.595425166592127,3.687197467805613,0.7235919682816603,0.11111864424226972,0.10407338,0.9365969466578195,Não
VALE3.SA,2,7.798989960641572,65.4489731094258,8.090053962083676,-0.33596102767768743,0.11095019231766737,0.09896824,0.8920060035147331,Não
VALE3.SA,3,2.8124050962332205,13.165853867971308,3.628478175209451,0.7302045430634196,0.11078657319488026,0.06098884,0.550507502460936,Não
VALE3.SA,4,11.181544422773113,133.191381190584,11.540857038824456,-1.740694835205447,0.11061087250960047,0.08624683,0.779731967106012,Não
VALE3.SA,5,2.4455888430277506,11.007411485961226,3.317741925762344,0.7721607877748259,0.1103452647447055,0.06450089,0.5845370059280384,Não
JBSS3.SA,1,0.9497945675483118,1.295531105399985,1.138213998068898,0.7197570089443672,0.1235520254705045,0.10121119,0.8191787211764968,Não
JBSS3.SA,2,18.60114671376126,346.9279486580836,18.626001950447755,-73.91520490456095,0.12368512272962258,0.04237572,0.34260968580693224,Não
JBSS3.SA,3,4.829918813968891,24.63839657783109,4.963707946468153,-4.308316034351575,0.12384342973641514,0.09658307,0.7798804391672919,Não
JBSS3.SA,4,4.259883341696784,18.867317357174496,4.343652536423061,-3.0570665460192314,0.1239868217870113,0.06669313,0.5379049659799461,Não
JBSS3.SA,5,0.9869704988267688,1.3810828368478525,1.1751948080415657,0.7032215312228177,0.12406532809454518,0.06387929,0.5148842929293324,Não
BRFS3.SA,1,0.7188194885358705,0.7509950524355038,0.8665997071517528,0.8670145074180383,0.26554062153803093,0.216535,0.8154496315441027,Não
BRFS3.SA,2,0.8842152971209902,1.089953815063898,1.044008532083861,0.8073861385600756,0.2657137119641406,0.20065747,0.7551641596934482,Não
BRFS3.SA,3,1.7627266691534562,3.727859869065963,1.9307666531888215,0.3422188493718651,0.2657840555004981,0.11499441,0.43266104312987563,Não
BRFS3.SA,4,3.121602578836795,13.113308795570013,3.6212302875638844,-1.3098412283730085,0.2658946517000453,0.10215117,0.3841791089810986,Não
BRFS3.SA,5,1.4453259799215528,3.041894104981471,1.7441026646907776,0.4655002318748932,0.266154752395683,0.15525535,0.5833273540781941,Não
SUZB3.SA,1,1.9972371111859333,6.094130283373356,2.468629231653339,0.6982964435748227,0.09837856686404138,0.051192183,0.5203591054368615,Não
SUZB3.SA,2,1.9495103484014502,6.086760361018248,2.467136064553037,0.6994710406004753,0.09851496124153221,0.06248698,0.6342892421914027,Não
SUZB3.SA,3,2.903152012693289,12.595445976870657,3.5490063365498035,0.37963519939498336,0.09864488844487505,0.043132048,0.4372456472930802,Não
SUZB3.SA,4,2.51534523792214,9.090901318616794,3.0151121568884953,0.5533279648498304,0.09877392704785445,0.062797,0.6357649672459716,Não
SUZB3.SA,5,1.8083012262980143,4.781356252626008,2.1866312566653776,0.7656099216154422,0.09889833981596553,0.058378864,0.5902916488623351,Não
