Data,TaxaCambio,Selic,PIB,IPCA,"('SUZB3.SA_Close', 'SUZB3.SA')",Close_Feature,Close_Target
2020-01-30,4.2517,0.017089,7609597000575.82,0.2474193548387097,36.01512908935547,36.01512908935547,35.26832962036133
2020-01-31,4.2689,0.017089,7609597000575.82,0.2487096774193548,35.26832962036133,35.26832962036133,
2020-02-01,4.261566666666667,0.017089,7609597000575.82,0.25,,,
2020-02-02,4.2542333333333335,0.017089,7609597000575.82,0.2437931034482758,,,35.11719512939453
2020-02-03,4.2469,0.017089,7609597000575.82,0.2375862068965517,35.11719512939453,35.11719512939453,34.57487487792969
2020-02-04,4.2375,0.017089,7609597000575.82,0.2313793103448276,34.57487487792969,34.57487487792969,34.139251708984375
2020-02-05,4.2443,0.017089,7609597000575.82,0.2251724137931034,34.139251708984375,34.139251708984375,34.583770751953125
2020-02-06,4.2471,0.016137,7609597000575.82,0.2189655172413793,34.583770751953125,34.583770751953125,33.46356964111328
2020-02-07,4.307,0.016137,7609597000575.82,0.2127586206896551,33.46356964111328,33.46356964111328,
2020-02-08,4.310966666666667,0.016137,7609597000575.82,0.206551724137931,,,
2020-02-09,4.314933333333333,0.016137,7609597000575.82,0.2003448275862069,,,32.89458465576172
2020-02-10,4.3189,0.016137,7609597000575.82,0.1941379310344827,32.89458465576172,32.89458465576172,34.219261169433594
2020-02-11,4.3142,0.016137,7609597000575.82,0.1879310344827586,34.219261169433594,34.219261169433594,35.56171798706055
2020-02-12,4.336,0.016137,7609597000575.82,0.1817241379310344,35.56171798706055,35.56171798706055,36.71746826171875
2020-02-13,4.3383,0.016137,7609597000575.82,0.1755172413793103,36.71746826171875,36.71746826171875,35.39280319213867
2020-02-14,4.3157,0.016137,7609597000575.82,0.1693103448275862,35.39280319213867,35.39280319213867,
2020-02-15,4.3155,0.016137,7609597000575.82,0.163103448275862,,,
2020-02-16,4.3153,0.016137,7609597000575.82,0.1568965517241379,,,35.56171798706055
2020-02-17,4.3151,0.016137,7609597000575.82,0.1506896551724137,35.56171798706055,35.56171798706055,35.65061569213867
2020-02-18,4.3465,0.016137,7609597000575.82,0.1444827586206896,35.65061569213867,35.65061569213867,35.712852478027344
2020-02-19,4.3722,0.016137,7609597000575.82,0.1382758620689655,35.712852478027344,35.712852478027344,35.73062896728516
2020-02-20,4.3867,0.016137,7609597000575.82,0.1320689655172414,35.73062896728516,35.73062896728516,36.82415771484375
2020-02-21,4.3918,0.016137,7609597000575.82,0.1258620689655172,36.82415771484375,36.82415771484375,
2020-02-22,4.4005,0.016137,7609597000575.82,0.1196551724137931,,,
2020-02-23,4.4092,0.016137,7609597000575.82,0.1134482758620689,,,
2020-02-24,4.4179,0.016137,7609597000575.82,0.1072413793103448,,,
2020-02-25,4.4266,0.016137,7609597000575.82,0.1010344827586207,,,34.31705093383789
2020-02-26,4.4353,0.016137,7609597000575.82,0.0948275862068965,34.31705093383789,34.31705093383789,33.899208068847656
2020-02-27,4.4758,0.016137,7609597000575.82,0.0886206896551724,33.899208068847656,33.899208068847656,33.90809631347656
2020-02-28,4.4981,0.016137,7609597000575.82,0.0824137931034482,33.90809631347656,33.90809631347656,
2020-02-29,4.496733333333333,0.016137,7609597000575.82,0.0762068965517241,,,
2020-03-01,4.4953666666666665,0.016137,7609597000575.82,0.07,,,35.25055313110352
2020-03-02,4.494,0.016137,7609597000575.82,0.0577419354838709,35.25055313110352,35.25055313110352,35.50836944580078
2020-03-03,4.4877,0.016137,7609597000575.82,0.0454838709677419,35.50836944580078,35.50836944580078,38.708927154541016
2020-03-04,4.5252,0.016137,7609597000575.82,0.0332258064516129,38.708927154541016,38.708927154541016,37.89100646972656
2020-03-05,4.6201,0.016137,7609597000575.82,0.0209677419354838,37.89100646972656,37.89100646972656,35.58838653564453
2020-03-06,4.6453,0.016137,7609597000575.82,0.0087096774193548,35.58838653564453,35.58838653564453,
2020-03-07,4.675966666666667,0.016137,7609597000575.82,-0.0035483870967741,,,
2020-03-08,4.706633333333333,0.016137,7609597000575.82,-0.0158064516129032,,,33.73917770385742
2020-03-09,4.7373,0.016137,7609597000575.82,-0.0280645161290322,33.73917770385742,33.73917770385742,34.5482063293457
2020-03-10,4.6687,0.016137,7609597000575.82,-0.0403225806451612,34.5482063293457,34.5482063293457,31.52545928955078
2020-03-11,4.6732,0.016137,7609597000575.82,-0.0525806451612903,31.52545928955078,31.52545928955078,26.44013404846192
2020-03-12,4.8825,0.016137,7609597000575.82,-0.0648387096774193,26.44013404846192,26.44013404846192,28.07597541809082
2020-03-13,4.7355,0.016137,7609597000575.82,-0.0770967741935483,28.07597541809082,28.07597541809082,
2020-03-14,4.8058,0.016137,7609597000575.82,-0.0893548387096774,,,
2020-03-15,4.8761,0.016137,7609597000575.82,-0.1016129032258064,,,25.222148895263672
2020-03-16,4.9464,0.016137,7609597000575.82,-0.1138709677419354,25.222148895263672,25.222148895263672,24.89320182800293
2020-03-17,5.0489,0.016137,7609597000575.82,-0.1261290322580645,24.89320182800293,24.89320182800293,21.88823890686035
2020-03-18,5.1101,0.016137,7609597000575.82,-0.1383870967741935,21.88823890686035,21.88823890686035,24.297542572021484
2020-03-19,5.1437,0.014227,7609597000575.82,-0.1506451612903225,24.297542572021484,24.297542572021484,24.35088348388672
2020-03-20,5.0241,0.014227,7609597000575.82,-0.1629032258064516,24.35088348388672,24.35088348388672,
2020-03-21,5.042666666666666,0.014227,7609597000575.82,-0.1751612903225806,,,
2020-03-22,5.061233333333333,0.014227,7609597000575.82,-0.1874193548387097,,,25.604434967041016
2020-03-23,5.0798,0.014227,7609597000575.82,-0.1996774193548387,25.604434967041016,25.604434967041016,25.693340301513672
2020-03-24,5.0707,0.014227,7609597000575.82,-0.2119354838709677,25.693340301513672,25.693340301513672,26.093406677246094
2020-03-25,5.07,0.014227,7609597000575.82,-0.2241935483870967,26.093406677246094,26.093406677246094,24.93765449523925
2020-03-26,5.0004,0.014227,7609597000575.82,-0.2364516129032258,24.93765449523925,24.93765449523925,29.22283744812012
2020-03-27,5.1103,0.014227,7609597000575.82,-0.2487096774193548,29.22283744812012,29.22283744812012,
2020-03-28,5.1264666666666665,0.014227,7609597000575.82,-0.2609677419354839,,,
2020-03-29,5.142633333333333,0.014227,7609597000575.82,-0.2732258064516129,,,30.21857070922852
2020-03-30,5.1588,0.014227,7609597000575.82,-0.2854838709677419,30.21857070922852,30.21857070922852,31.81884384155273
2020-03-31,5.1981,0.014227,7609597000575.82,-0.2977419354838709,31.81884384155273,31.81884384155273,33.232425689697266
2020-04-01,5.2399,0.014227,7609597000575.82,-0.31,33.232425689697266,33.232425689697266,35.47281646728516
2020-04-02,5.2645,0.014227,7609597000575.82,-0.3123333333333333,35.47281646728516,35.47281646728516,35.383907318115234
2020-04-03,5.2991,0.014227,7609597000575.82,-0.3146666666666666,35.383907318115234,35.383907318115234,
2020-04-04,5.2815666666666665,0.014227,7609597000575.82,-0.317,,,
2020-04-05,5.264033333333334,0.014227,7609597000575.82,-0.3193333333333333,,,35.579498291015625
2020-04-06,5.2465,0.014227,7609597000575.82,-0.3216666666666666,35.579498291015625,35.579498291015625,33.063507080078125
2020-04-07,5.2211,0.014227,7609597000575.82,-0.324,33.063507080078125,33.063507080078125,33.74806594848633
2020-04-08,5.2117,0.014227,7609597000575.82,-0.3263333333333333,33.74806594848633,33.74806594848633,31.472118377685547
2020-04-09,5.0773,0.014227,7609597000575.82,-0.3286666666666666,31.472118377685547,31.472118377685547,
2020-04-10,5.103425,0.014227,7609597000575.82,-0.331,,,
2020-04-11,5.12955,0.014227,7609597000575.82,-0.3333333333333333,,,
2020-04-12,5.1556750000000005,0.014227,7609597000575.82,-0.3356666666666666,,,32.33449172973633
2020-04-13,5.1818,0.014227,7609597000575.82,-0.338,32.33449172973633,32.33449172973633,33.78363037109375
2020-04-14,5.1852,0.014227,7609597000575.82,-0.3403333333333333,33.78363037109375,33.78363037109375,33.09907150268555
2020-04-15,5.2573,0.014227,7609597000575.82,-0.3426666666666667,33.09907150268555,33.09907150268555,32.16556930541992
2020-04-16,5.2371,0.014227,7609597000575.82,-0.345,32.16556930541992,32.16556930541992,31.86329841613769
2020-04-17,5.2567,0.014227,7609597000575.82,-0.3473333333333333,31.86329841613769,31.86329841613769,
2020-04-18,5.2655,0.014227,7609597000575.82,-0.3496666666666667,,,
2020-04-19,5.2743,0.014227,7609597000575.82,-0.352,,,31.045373916625977
2020-04-20,5.2831,0.014227,7609597000575.82,-0.3543333333333333,31.045373916625977,31.045373916625977,
2020-04-21,5.333600000000001,0.014227,7609597000575.82,-0.3566666666666667,,,31.303197860717773
2020-04-22,5.3841,0.014227,7609597000575.82,-0.359,31.303197860717773,31.303197860717773,32.50341033935547
2020-04-23,5.4461,0.014227,7609597000575.82,-0.3613333333333333,32.50341033935547,32.50341033935547,34.78824996948242
2020-04-24,5.6504,0.014227,7609597000575.82,-0.3636666666666667,34.78824996948242,34.78824996948242,
2020-04-25,5.645333333333333,0.014227,7609597000575.82,-0.366,,,
2020-04-26,5.640266666666667,0.014227,7609597000575.82,-0.3683333333333333,,,35.65061569213867
2020-04-27,5.6352,0.014227,7609597000575.82,-0.3706666666666667,35.65061569213867,35.65061569213867,34.36151123046875
2020-04-28,5.5677,0.014227,7609597000575.82,-0.373,34.36151123046875,34.36151123046875,34.42374038696289
2020-04-29,5.4285,0.014227,7609597000575.82,-0.3753333333333333,34.42374038696289,34.42374038696289,35.03717803955078
2020-04-30,5.4264,0.014227,7609597000575.82,-0.3776666666666666,35.03717803955078,35.03717803955078,
2020-05-01,5.465075000000001,0.014227,7609597000575.82,-0.38,,,
2020-05-02,5.50375,0.014227,7609597000575.82,-0.3593548387096774,,,
2020-05-03,5.542425,0.014227,7609597000575.82,-0.3387096774193548,,,36.0062370300293
2020-05-04,5.5811,0.014227,7609597000575.82,-0.3180645161290322,36.0062370300293,36.0062370300293,36.98417663574219
2020-05-05,5.5348,0.014227,7609597000575.82,-0.2974193548387097,36.98417663574219,36.98417663574219,37.224220275878906
2020-05-06,5.667,0.014227,7609597000575.82,-0.2767741935483871,37.224220275878906,37.224220275878906,40.01581954956055
2020-05-07,5.8359,0.011345,7609597000575.82,-0.2561290322580645,40.01581954956055,40.01581954956055,42.0961799621582
2020-05-08,5.7647,0.011345,7609597000575.82,-0.2354838709677419,42.0961799621582,42.0961799621582,
2020-05-09,5.774733333333334,0.011345,7609597000575.82,-0.2148387096774193,,,
2020-05-10,5.784766666666667,0.011345,7609597000575.82,-0.1941935483870968,,,42.31844329833984
2020-05-11,5.7948,0.011345,7609597000575.82,-0.1735483870967742,42.31844329833984,42.31844329833984,43.16303634643555
2020-05-12,5.7717,0.011345,7609597000575.82,-0.1529032258064516,43.16303634643555,43.16303634643555,44.976680755615234
2020-05-13,5.9016,0.011345,7609597000575.82,-0.132258064516129,44.976680755615234,44.976680755615234,42.26509475708008
2020-05-14,5.9366,0.011345,7609597000575.82,-0.1116129032258064,42.26509475708008,42.26509475708008,40.033599853515625
2020-05-15,5.8223,0.011345,7609597000575.82,-0.0909677419354838,40.033599853515625,40.033599853515625,
2020-05-16,5.793833333333334,0.011345,7609597000575.82,-0.0703225806451612,,,
2020-05-17,5.765366666666667,0.011345,7609597000575.82,-0.0496774193548387,,,36.61079025268555
2020-05-18,5.7369,0.011345,7609597000575.82,-0.0290322580645161,36.61079025268555,36.61079025268555,37.12643051147461
2020-05-19,5.721,0.011345,7609597000575.82,-0.0083870967741935,37.12643051147461,37.12643051147461,35.783973693847656
2020-05-20,5.6962,0.011345,7609597000575.82,0.012258064516129,35.783973693847656,35.783973693847656,34.21037292480469
2020-05-21,5.6013,0.011345,7609597000575.82,0.0329032258064516,34.21037292480469,34.21037292480469,34.32594299316406
2020-05-22,5.5802,0.011345,7609597000575.82,0.0535483870967741,34.32594299316406,34.32594299316406,
2020-05-23,5.5456666666666665,0.011345,7609597000575.82,0.0741935483870968,,,
2020-05-24,5.511133333333333,0.011345,7609597000575.82,0.0948387096774193,,,33.51691818237305
2020-05-25,5.4766,0.011345,7609597000575.82,0.1154838709677419,33.51691818237305,33.51691818237305,33.676944732666016
2020-05-26,5.3701,0.011345,7609597000575.82,0.1361290322580645,33.676944732666016,33.676944732666016,34.148136138916016
2020-05-27,5.2986,0.011345,7609597000575.82,0.156774193548387,34.148136138916016,34.148136138916016,34.10369110107422
2020-05-28,5.3399,0.011345,7609597000575.82,0.1774193548387096,34.10369110107422,34.10369110107422,33.65916442871094
2020-05-29,5.4257,0.011345,7609597000575.82,0.1980645161290323,33.65916442871094,33.65916442871094,
2020-05-30,5.4049,0.011345,7609597000575.82,0.2187096774193548,,,
2020-05-31,5.3841,0.011345,7609597000575.82,0.2393548387096774,,,34.1837043762207
2020-06-01,5.3633,0.011345,7609597000575.82,0.26,34.1837043762207,34.1837043762207,34.15702438354492
2020-06-02,5.2595,0.011345,7609597000575.82,0.2633333333333333,34.15702438354492,34.15702438354492,33.899208068847656
2020-06-03,5.051,0.011345,7609597000575.82,0.2666666666666666,33.899208068847656,33.899208068847656,35.4283561706543
2020-06-04,5.1035,0.011345,7609597000575.82,0.27,35.4283561706543,35.4283561706543,34.05033874511719
2020-06-05,4.9769,0.011345,7609597000575.82,0.2733333333333333,34.05033874511719,34.05033874511719,
2020-06-06,4.9621,0.011345,7609597000575.82,0.2766666666666666,,,
2020-06-07,4.9473,0.011345,7609597000575.82,0.28,,,33.92587661743164
2020-06-08,4.9325,0.011345,7609597000575.82,0.2833333333333333,33.92587661743164,33.92587661743164,33.93476867675781
2020-06-09,4.9051,0.011345,7609597000575.82,0.2866666666666667,33.93476867675781,33.93476867675781,33.899208068847656
2020-06-10,4.8888,0.011345,7609597000575.82,0.29,33.899208068847656,33.899208068847656,
2020-06-11,4.96275,0.011345,7609597000575.82,0.2933333333333333,,,32.90348052978516
2020-06-12,5.0367,0.011345,7609597000575.82,0.2966666666666667,32.90348052978516,32.90348052978516,
2020-06-13,5.087033333333333,0.011345,7609597000575.82,0.3,,,
2020-06-14,5.137366666666667,0.011345,7609597000575.82,0.3033333333333333,,,34.219261169433594
2020-06-15,5.1877,0.011345,7609597000575.82,0.3066666666666666,34.219261169433594,34.219261169433594,33.87253189086914
2020-06-16,5.1279,0.011345,7609597000575.82,0.31,33.87253189086914,33.87253189086914,34.583770751953125
2020-06-17,5.2492,0.011345,7609597000575.82,0.3133333333333333,34.583770751953125,34.583770751953125,35.16164016723633
2020-06-18,5.3462,0.008442,7609597000575.82,0.3166666666666666,35.16164016723633,35.16164016723633,35.11719512939453
2020-06-19,5.346,0.008442,7609597000575.82,0.32,35.11719512939453,35.11719512939453,
2020-06-20,5.304666666666667,0.008442,7609597000575.82,0.3233333333333333,,,
2020-06-21,5.263333333333334,0.008442,7609597000575.82,0.3266666666666666,,,34.663780212402344
2020-06-22,5.222,0.008442,7609597000575.82,0.33,34.663780212402344,34.663780212402344,33.819190979003906
2020-06-23,5.1699,0.008442,7609597000575.82,0.3333333333333333,33.819190979003906,33.819190979003906,34.31705093383789
2020-06-24,5.2429,0.008442,7609597000575.82,0.3366666666666666,34.31705093383789,34.31705093383789,33.85475540161133
2020-06-25,5.3281,0.008442,7609597000575.82,0.3399999999999999,33.85475540161133,33.85475540161133,33.676944732666016
2020-06-26,5.4623,0.008442,7609597000575.82,0.3433333333333333,33.676944732666016,33.676944732666016,
2020-06-27,5.4552,0.008442,7609597000575.82,0.3466666666666667,,,
2020-06-28,5.4481,0.008442,7609597000575.82,0.35,,,33.54358673095703
2020-06-29,5.441,0.008442,7609597000575.82,0.3533333333333333,33.54358673095703,33.54358673095703,32.7078857421875
2020-06-30,5.4754,0.008442,7609597000575.82,0.3566666666666667,32.7078857421875,32.7078857421875,33.01905059814453
2020-07-01,5.3646,0.008442,7609597000575.82,0.36,33.01905059814453,33.01905059814453,32.734561920166016
2020-07-02,5.3022,0.008442,7609597000575.82,0.3561290322580645,32.734561920166016,32.734561920166016,33.13462829589844
2020-07-03,5.3368,0.008442,7609597000575.82,0.352258064516129,33.13462829589844,33.13462829589844,
2020-07-04,5.327166666666667,0.008442,7609597000575.82,0.3483870967741935,,,
2020-07-05,5.317533333333333,0.008442,7609597000575.82,0.344516129032258,,,32.80569076538086
2020-07-06,5.3079,0.008442,7609597000575.82,0.3406451612903226,32.80569076538086,32.80569076538086,32.17445755004883
2020-07-07,5.3312,0.008442,7609597000575.82,0.3367741935483871,32.17445755004883,32.17445755004883,32.13890075683594
2020-07-08,5.3476,0.008442,7609597000575.82,0.3329032258064516,32.13890075683594,32.13890075683594,32.42340087890625
2020-07-09,5.2972,0.008442,7609597000575.82,0.3290322580645161,32.42340087890625,32.42340087890625,32.61009216308594
2020-07-10,5.3434,0.008442,7609597000575.82,0.3251612903225806,32.61009216308594,32.61009216308594,
2020-07-11,5.3449333333333335,0.008442,7609597000575.82,0.3212903225806451,,,
2020-07-12,5.346466666666666,0.008442,7609597000575.82,0.3174193548387096,,,32.05888748168945
2020-07-13,5.348,0.008442,7609597000575.82,0.3135483870967742,32.05888748168945,32.05888748168945,32.592308044433594
2020-07-14,5.4282,0.008442,7609597000575.82,0.3096774193548387,32.592308044433594,32.592308044433594,34.53931427001953
2020-07-15,5.3485,0.008442,7609597000575.82,0.3058064516129032,34.53931427001953,34.53931427001953,34.43263244628906
2020-07-16,5.3554,0.008442,7609597000575.82,0.3019354838709677,34.43263244628906,34.43263244628906,35.4283561706543
2020-07-17,5.3504,0.008442,7609597000575.82,0.2980645161290322,35.4283561706543,35.4283561706543,
2020-07-18,5.354566666666666,0.008442,7609597000575.82,0.2941935483870967,,,
2020-07-19,5.358733333333333,0.008442,7609597000575.82,0.2903225806451612,,,35.77508544921875
2020-07-20,5.3629,0.008442,7609597000575.82,0.2864516129032258,35.77508544921875,35.77508544921875,36.0062370300293
2020-07-21,5.2277,0.008442,7609597000575.82,0.2825806451612903,36.0062370300293,36.0062370300293,35.11719512939453
2020-07-22,5.1105,0.008442,7609597000575.82,0.2787096774193548,35.11719512939453,35.11719512939453,36.219608306884766
2020-07-23,5.1641,0.008442,7609597000575.82,0.2748387096774193,36.219608306884766,36.219608306884766,37.60651397705078
2020-07-24,5.214,0.008442,7609597000575.82,0.2709677419354838,37.60651397705078,37.60651397705078,
2020-07-25,5.205433333333334,0.008442,7609597000575.82,0.2670967741935484,,,
2020-07-26,5.196866666666667,0.008442,7609597000575.82,0.2632258064516128,,,37.046417236328125
2020-07-27,5.1883,0.008442,7609597000575.82,0.2593548387096774,37.046417236328125,37.046417236328125,37.339805603027344
2020-07-28,5.1771,0.008442,7609597000575.82,0.2554838709677419,37.339805603027344,37.339805603027344,36.88639068603516
2020-07-29,5.1389,0.008442,7609597000575.82,0.2516129032258064,36.88639068603516,36.88639068603516,37.53539276123047
2020-07-30,5.1831,0.008442,7609597000575.82,0.2477419354838709,37.53539276123047,37.53539276123047,37.339805603027344
2020-07-31,5.2027,0.008442,7609597000575.82,0.2438709677419354,37.339805603027344,37.339805603027344,
2020-08-01,5.237433333333334,0.008442,7609597000575.82,0.24,,,
2020-08-02,5.272166666666666,0.008442,7609597000575.82,0.2529032258064516,,,38.308860778808594
2020-08-03,5.3069,0.008442,7609597000575.82,0.2658064516129032,38.308860778808594,38.308860778808594,37.41092300415039
2020-08-04,5.3323,0.008442,7609597000575.82,0.2787096774193548,37.41092300415039,37.41092300415039,40.25586318969727
2020-08-05,5.2754,0.008442,7609597000575.82,0.2916129032258064,40.25586318969727,40.25586318969727,41.18046951293945
2020-08-06,5.3425,0.007469,7609597000575.82,0.304516129032258,41.18046951293945,41.18046951293945,41.05600357055664
2020-08-07,5.4221,0.007469,7609597000575.82,0.3174193548387096,41.05600357055664,41.05600357055664,
2020-08-08,5.4123,0.007469,7609597000575.82,0.3303225806451613,,,
2020-08-09,5.4025,0.007469,7609597000575.82,0.3432258064516129,,,42.105072021484375
2020-08-10,5.3927,0.007469,7609597000575.82,0.3561290322580645,42.105072021484375,42.105072021484375,41.69611740112305
2020-08-11,5.4279,0.007469,7609597000575.82,0.3690322580645161,41.69611740112305,41.69611740112305,41.98949813842773
2020-08-12,5.4545,0.007469,7609597000575.82,0.3819354838709677,41.98949813842773,41.98949813842773,42.38067626953125
2020-08-13,5.3795,0.007469,7609597000575.82,0.3948387096774193,42.38067626953125,42.38067626953125,44.88777923583984
2020-08-14,5.3846,0.007469,7609597000575.82,0.4077419354838709,44.88777923583984,44.88777923583984,
2020-08-15,5.4061,0.007469,7609597000575.82,0.4206451612903226,,,
2020-08-16,5.4276,0.007469,7609597000575.82,0.4335483870967742,,,45.32340621948242
2020-08-17,5.4491,0.007469,7609597000575.82,0.4464516129032257,45.32340621948242,45.32340621948242,46.23023223876953
2020-08-18,5.4653,0.007469,7609597000575.82,0.4593548387096774,46.23023223876953,46.23023223876953,45.01224136352539
2020-08-19,5.49,0.007469,7609597000575.82,0.472258064516129,45.01224136352539,45.01224136352539,46.45248794555664
2020-08-20,5.6504,0.007469,7609597000575.82,0.4851612903225806,46.45248794555664,46.45248794555664,46.36358642578125
2020-08-21,5.6058,0.007469,7609597000575.82,0.4980645161290322,46.36358642578125,46.36358642578125,
2020-08-22,5.602133333333334,0.007469,7609597000575.82,0.5109677419354839,,,
2020-08-23,5.598466666666667,0.007469,7609597000575.82,0.5238709677419355,,,46.36358642578125
2020-08-24,5.5948,0.007469,7609597000575.82,0.5367741935483871,46.36358642578125,46.36358642578125,45.43009567260742
2020-08-25,5.5991,0.007469,7609597000575.82,0.5496774193548387,45.43009567260742,45.43009567260742,46.0168571472168
2020-08-26,5.5674,0.007469,7609597000575.82,0.5625806451612902,46.0168571472168,46.0168571472168,45.71458053588867
2020-08-27,5.595,0.007469,7609597000575.82,0.5754838709677419,45.71458053588867,45.71458053588867,45.33230209350586
2020-08-28,5.4673,0.007469,7609597000575.82,0.5883870967741935,45.33230209350586,45.33230209350586,
2020-08-29,5.4684333333333335,0.007469,7609597000575.82,0.6012903225806452,,,
2020-08-30,5.469566666666666,0.007469,7609597000575.82,0.6141935483870968,,,44.62995529174805
2020-08-31,5.4707,0.007469,7609597000575.82,0.6270967741935484,44.62995529174805,44.62995529174805,45.447872161865234
2020-09-01,5.3726,0.007469,7609597000575.82,0.64,45.447872161865234,45.447872161865234,43.57199096679688
2020-09-02,5.3735,0.007469,7609597000575.82,0.6473333333333333,43.57199096679688,43.57199096679688,42.6740608215332
2020-09-03,5.3073,0.007469,7609597000575.82,0.6546666666666667,42.6740608215332,42.6740608215332,42.26509475708008
2020-09-04,5.2842,0.007469,7609597000575.82,0.662,42.26509475708008,42.26509475708008,
2020-09-05,5.30545,0.007469,7609597000575.82,0.6693333333333333,,,
2020-09-06,5.326700000000001,0.007469,7609597000575.82,0.6766666666666666,,,
2020-09-07,5.34795,0.007469,7609597000575.82,0.684,,,41.58942794799805
2020-09-08,5.3692,0.007469,7609597000575.82,0.6913333333333334,41.58942794799805,41.58942794799805,41.8294677734375
2020-09-09,5.3018,0.007469,7609597000575.82,0.6986666666666667,41.8294677734375,41.8294677734375,41.2071418762207
2020-09-10,5.293,0.007469,7609597000575.82,0.706,41.2071418762207,41.2071418762207,40.54035949707031
2020-09-11,5.2848,0.007469,7609597000575.82,0.7133333333333334,40.54035949707031,40.54035949707031,
2020-09-12,5.289133333333333,0.007469,7609597000575.82,0.7206666666666667,,,
2020-09-13,5.293466666666666,0.007469,7609597000575.82,0.728,,,41.00265884399414
2020-09-14,5.2978,0.007469,7609597000575.82,0.7353333333333334,41.00265884399414,41.00265884399414,43.46530532836914
2020-09-15,5.2722,0.007469,7609597000575.82,0.7426666666666667,43.46530532836914,43.46530532836914,42.300662994384766
2020-09-16,5.2526,0.007469,7609597000575.82,0.75,42.300662994384766,42.300662994384766,43.58088302612305
2020-09-17,5.2587,0.007469,7609597000575.82,0.7573333333333333,43.58088302612305,43.58088302612305,44.4965934753418
2020-09-18,5.2883,0.007469,7609597000575.82,0.7646666666666666,44.4965934753418,44.4965934753418,
2020-09-19,5.34,0.007469,7609597000575.82,0.772,,,
2020-09-20,5.391699999999999,0.007469,7609597000575.82,0.7793333333333333,,,43.14524841308594
2020-09-21,5.4434,0.007469,7609597000575.82,0.7866666666666666,43.14524841308594,43.14524841308594,42.113956451416016
2020-09-22,5.4323,0.007469,7609597000575.82,0.794,42.113956451416016,42.113956451416016,41.45606994628906
2020-09-23,5.5305,0.007469,7609597000575.82,0.8013333333333333,41.45606994628906,41.45606994628906,40.895973205566406
2020-09-24,5.5708,0.007469,7609597000575.82,0.8086666666666666,40.895973205566406,40.895973205566406,42.79852294921875
